question,RII2000,RII2001,RIII&RIV2002,RR2006,RR2007,RR2008,RR2009,RR2012,RR2014,RR2018,conflict
保姆或幫傭支出平均每月__元,,,D08C/保姆或幫傭支出平均每月__元,,,c08c/保姆或幫傭(包括家事管理)支出平均每月__元,,,,,
您過去一年裡，下列各項支出情況:教育費用__元,,,D09D/您過去一年裡，下列各項支出情況:教育費用__元,,,c09c/請問您(和您配偶)過去一年裡，下列各項支出情況:教育費用__元,,,,,
請問您一共有幾個小孩?,,,E01/請問您目前有幾個小孩?__個小孩,,b12/請問您目前有幾個小孩?,b12/請問您目前有幾個小孩?__個小孩,b12/請問您目前有幾個小孩?,,b13/請問您一共有幾個小孩?,b11/請問您目前有幾個小孩?,
請問您目前信什麼教?,,,I01A/請問您目前信什麼教?,,,,,,,e06a/請問您目前信什麼教?,
您皈依佛教多久了?__年,,,I01B01/您皈依佛教多久了?__年,,,,,,,e06b01/您皈依佛教多久了?__年,
您皈依佛教多久了?__月,,,I01B02/您皈依佛教多久了?__月,,,,,,,e06b02/您皈依佛教多久了?又__月,
訪問開始時間_時,,,X02Z03/訪問開始時間:時,,x03z03/訪問開始時間__時,,x03z03/訪問開始時間_時,,,,V
訪問開始時間__時,,,X02Z03/訪問開始時間:時,,x03z03/訪問開始時間__時,,x03z04/訪問開始時間_分,,,,V
訪問開始時間__分,,,X02Z04/訪問開始時間:分,,x03z04/訪問開始時間__分,,x03z03/訪問開始時間_時,,,,V
訪問開始時間_分,,,X02Z04/訪問開始時間:分,,x03z04/訪問開始時間__分,,x03z04/訪問開始時間_分,,,,V
受訪者性別,,,,A01/受訪者性別,a01/受訪者性別,a01/受訪者性別,a01/受訪者性別,a01/受訪者性別,a01/受訪者性別,a01/受訪者性別,
您覺得自己現在的健康狀況和一年以前比較起來如何?,,,,A04B/您覺得自己現在的健康狀況和一年以前比較起來如何?,a04b/您覺得自己現在的健康狀況和一年以前比較起來如何?,a04b/您覺得自己現在的健康狀況和一年以前比較起來如何?,a04b/您覺得自己現在的健康狀況和一年以前比較起來如何?,a04b/您覺得自己現在的健康狀況和一年以前比較起來如何,a04b/您覺得自己現在的健康狀況和一年以前比較起來如何?,a04b/您覺得自己現在的健康狀況和一年以前比較起來如何?,
請問您最近兩星期有沒有因為身體不舒服或受傷而影響到生活作息(如工作，家事)的情形?,,,,A04C/請問您最近兩星期有沒有因為身體不舒服或受傷而影響到生活作息(如工作，家事)的情形?,a04c/請問您最近兩星期有沒有因為身體不舒服或受傷而影響到生活作息(如工作，家事)的情形?,a04c/請問您最近兩星期有沒有因為身體不舒服或受傷而影響到生活作息(如工作、家事)的情形?,a04c/請問您最近兩星期有沒有因為身體不舒服或受傷而影響到生活作息(如工作，家事)的情形?,a04c/請問您最近兩星期有沒有因為身體不舒服或受傷而影響到生活作息的情形,a04c/請問您最近兩星期有沒有因為身體不舒服而影響到生活作息(如工作、家事)的情形?,a04c/請問您最近兩星期有沒有因為身體不舒服或受傷而影響到生活作息的情形?,
您覺得您是屬於下列的哪種情況?,,,,A05/您覺得您是屬於下列的哪種情況?,,,a04e/您覺得您是屬於下列的哪種情況?,,,,
請問您的體重是多少公斤?,,,,A06/請問您的體重是多少公斤?,,d04/請問您的體重是__公斤,e04/請問您的體重是__公斤,,,,
如果您更換工作，請問您目前的工作與94年1月的工作有何不同?(可多選):雇主改變,,,,A08B04/如果您更換工作，請問您目前的工作與94年1月的工作有何不同?(可多選):雇主改變,a06z04/請問您目前的工作與95年1月的工作有何不同?職位改變,,,,,,V
您的這份新工作最主要是以何種方式找到的?,,,,A09/您的這份新工作最主要是以何種方式找到的?,a08a/您的這份新工作最主要是以何種方式找到的?,,,,,,
請問您是否自願離開原來的工作單位?,,,,A10A/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作,,,V
請問您是否自願離開原來的工作?,,,,A10A/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作,,,V
請問您是否自願離開原來的工作,,,,A10A/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作,,,V
請問您是否自願離開原來的工作?,,,,A10A/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作單位?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作?,a07a/請問您是否自願離開原來的工作,,,V
請問您自願離開原來工作的主要原因是什麼,,,,A10B/請問您自願離開原來工作單位的原因是什麼?,a07b/請問您自願離開原來工作單位的原因是什麼?,a07b/請問您自願離開原來工作(單位)的原因是什麼?,a07b/請問您自願離開原來工作的原因是什麼?,a07b/請問您自願離開原來工作的主要原因是什麼,,,V
請問您非自願離開原來工作的主要原因是什麼,,,,A10C/請問您非自願離開原來工作單位的原因是什麼?,a07c/請問您非自願離開原來工作單位的原因是什麼?,a07c/請問您非自願離開原來工作(單位)的原因是什麼?,a07c/請問您非自願離開原來工作的原因是什麼?,a07c/請問您非自願離開原來工作的主要原因是什麼,,,V
請問您目前的工作是__行業,,,,A11A01/請問您目前的工作是__行業,a09a01/請問您目前的工作是__行業,a09a01/請問您目前的工作是__行業,a09a01/請問您目前的工作是__行業,,a07a01/請問您目前的工作是__行業,a08a01/請問您目前的工作是__行業,V
請問您目前的工作是__行業,,,,A11A01/請問您目前的工作是__行業,a09a01/請問您目前的工作是__行業,a09a01/請問您目前的工作是__行業,a09a02/請問您目前的工作是__職業,,a07a01/請問您目前的工作是__行業,a08a01/請問您目前的工作是__行業,V
請問您目前的工作是__職業,,,,A11A02/請問您目前的工作是__職業,a09a02/請問您目前的工作是__職業,a09a01/請問您目前的工作是__行業,a09a02/請問您目前的工作是__職業,a09a02/請問您目前的職業是,a07a02/請問您目前的工作是__職業,a08a02/請問您目前的工作是__職業,V
請問您目前的工作是__職業,,,,A11A02/請問您目前的工作是__職業,a09a02/請問您目前的工作是__職業,a09a02/請問您目前的工作是__職業,a09a02/請問您目前的工作是__職業,a09a02/請問您目前的職業是,a07a02/請問您目前的工作是__職業,a08a02/請問您目前的工作是__職業,V
平常您每天上下班總共需要交通時間，約__分鐘(以最常用的交通工具為主),,,,A12B02/平常您每天上下班總共需要交通時間，約__分鐘(以最常用的交通工具為主),a09c02/平常您每天上下班總共需要交通時間，約__分鐘(以最常用的交通工具為主),a09c02/平常您每天上下班總共需要交通時間約__分鐘,,a09c01/平常您每天上下班(來回)總共需要多少交通時間,,,V
平常您每天上下班總共需要交通時間，約__分鐘(以最常用的交通工具為主),,,,A12B02/平常您每天上下班總共需要交通時間，約__分鐘(以最常用的交通工具為主),a09c02/平常您每天上下班總共需要交通時間，約__分鐘(以最常用的交通工具為主),a09c02/平常您每天上下班總共需要交通時間約__分鐘,,,,,V
您這份工作收入是按月計酬?,,,,A13A02/您這份工作收入是按小時，按每月等方式定期收支，每月平均約__元,a10a03/您這份工作收入是按月計酬支領收入?,a10a03/您這份工作收入是否按月計酬,a10c02/您這份工作收入是按月計酬?,,,,V
您這份工作收入是按月計酬的?,,,,A13A03/您這份工作收入是獎金，分紅等不固定的收入?,a10a03/您這份工作收入是按月計酬支領收入?,a10a03/您這份工作收入是否按月計酬,a10c02/您這份工作收入是按月計酬?,a10c02/您這份工作收入是用什麼方式領的 (2) 按月計酬,a08c02/您這份工作收入是按月計酬?,a09b02/您這份工作收入是按月計酬的?,V
您這份工作哪一種方式領取的收入最多,,,,A13A04/您這份工作收入是獎金，分紅等不固定的收入，每月平均約__元,a10a06/您這份工作收入是獎金，分紅等不固定的收入，每月平均約__元,a10a06/您這份工作獎金、分紅等不固定的收入，每月平均約__元,a10c03/您這份工作收入是獎金，分紅等不固定的收入?,a10d/您這份工作哪一種方式領取的收入最多,a08c03/您這份工作收入是獎金(不含年終獎金)，分紅等不固定的收入?,a09b03/您這份工作收入是獎金(不含年終獎金)，分紅等不固定收入?,V
您這份工作收入是按件計酬?,,,,A13A05/您這份工作收入是按件計酬?,a10a07/您這份工作收入是按件計酬?,a10a07/您這份工作收入是否按件計酬,a10c04/您這份工作收入是按件計酬?,,a08c04/您這份工作收入是按件計酬?,a09b04/您這份工作收入是按件計酬的?,V
您這份工作收入是營業(收成)收入?,,,,A13A05/您這份工作收入是按件計酬?,a10a07/您這份工作收入是按件計酬?,,a10c04/您這份工作收入是按件計酬?,,a08c04/您這份工作收入是按件計酬?,a09b06/您這份工作收入是營業(收成)收入?,V
您這份工作收入是營業(收成)收入?,,,,A13A07/您這份工作收入是有其他來源?,a10a09/您這份工作收入是有其他來源?,a10a09/您這份工作收入是否用其他方式領的,a10c05/您這份工作收入是其他方式支領的?,a10c05/您這份工作收入是用什麼方式領的 (5) 其他方式(含年終獎金、營業收入等),a08c05/您這份工作收入是其他方式領取?,a09b06/您這份工作收入是營業(收成)收入?,V
您這份工作收入是其他方式支領的?,,,,A13A07/您這份工作收入是有其他來源?,a10a09/您這份工作收入是有其他來源?,a10a09/您這份工作收入是否用其他方式領的,a10c05/您這份工作收入是其他方式支領的?,,,,V
您這份工作收入是有其他來源?,,,,A13A07/您這份工作收入是有其他來源?,a10a09/您這份工作收入是有其他來源?,,,,,,V
您這份工作是有其他來源，每月平均約__元,,,,A13A08/您這份工作是有其他來源，每月平均約__元,a10a10/您這份工作收入是有其他來源，每月平均約__元,,,,,,
您這份工作哪一種方式領取的收入最多?,,,,A13B/您這份工作平均每個月的總收入大約有多少?__元,a10b/您這份工作平均每個月的總收入大約有多少?,a10b/您這份工作平均每個月的總收入大約有多少?,a10d/您這份工作哪一種方式領取的收入最多?,a10d/您這份工作哪一種方式領取的收入最多,a08d/您這份工作哪一種方式領取的收入最多?,a09c/您這份工作哪一種方式領取的收入最多?,V
除了上面所談到的這份工作之外，您目前還有其他有收入的兼差嗎?,,,,A18/除了上面所談到的這份工作之外，您目前還有其他有收入的兼差嗎?,a12/除了上面所談到的這份工作之外，您目前還有其他有收入的兼差嗎?,a12/除了上面所談到的這份工作之外，您目前還有其他有收入的兼差嗎?,a12/除了上面所談到的這份工作之外，您目前還有其他有收入的兼差嗎?,a12/除了上面所談到的這份工作之外，您目前還有其他有收入的兼差嗎,a13a/除了目前的這份工作之外，您還有其他有收入的兼差嗎?,a14a/除了目前的這份工作之外，您還有其他有收入的兼差嗎?,
請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼職)?,,,,A21A01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼職)?,a15b01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,a15b01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,a15b01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,a15a01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼差),a15a01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,a16a01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,V
請問您過去這一個月之內找工作或準備開始創業(不含兼職)，到目前為止已找了__月,,,,A21A02/請問您過去這一個月之內找工作或準備開始創業(不含兼職)，到目前為止已找了__月,,,,a15a01/請問您過去這一個月之內有沒有在找工作或準備開始創業(不含兼差),,,V
